title_raw,year,journal_raw,doi_raw,score,razones
"Effect of water supplementation with Eurycoma longifolia (Tongkat Ali) root extract on growth performance, carcass characteristics, antioxidant responses, and gene expression in brown and white Japanese quails",2025,Livestock Science,10.1016/j.livsci.2025.105833,22,EXCL: no menciona adsorcion ni adsorbente
Unseen threats: How nanoplastics trigger anxiety and depression-like behaviors in zebrafish (Danio rerio),2025,Environmental Pollution,10.1016/j.envpol.2025.127229,6,EXCL: no menciona adsorcion ni adsorbente
Bisphenol A leaching from sewer renovation products,2025,Environmental Challenges,10.1016/j.envc.2025.101342,4,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Impact of Microplastics on Anaerobic Digestion: A Concise Review,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08482-1,12,EXCL: no menciona adsorcion ni adsorbente
"High prevalence of MDR and XDR Escherichia coli in hospital wastewater from Shiraz, Iran: ESBL and carbapenemase production",2025,BMC Microbiology,10.1186/s12866-025-04398-2,22,EXCL: no menciona adsorcion ni adsorbente
Biometric and molecular responses to water deficit in two contrasting Italian durum wheat cultivars,2025,BMC Plant Biology,10.1186/s12870-025-07319-7,26,EXCL: no menciona adsorcion ni adsorbente
Inhibitory effect of an ethnoveterinary oil and water formulation on LTA-induced mastitis via TLR2/NF-κB signaling in mammary epithelial cells,2025,Microbial Pathogenesis,10.1016/j.micpath.2025.108041,8,EXCL: no menciona adsorcion ni adsorbente
Synthesis and Characterization of WO3/CAU-17 Composite and its Photocatalytic Activity Evaluation in the Degradation of a Fluoroquinolone Mixture,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08501-1,25,EXCL: no menciona medio acuoso
"Life-Cycle impacts of biochar, MOFs, and biomass adsorbents: A meta-analysis for wastewater and carbon management",2025,Environmental Challenges,10.1016/j.envc.2025.101331,68,EXCL: no menciona antibiotico ni hormona
Influence of Hydraulic Retention Time and C/N Ratio on Antibiotic Resistance Genes and Microbial Communities in Anaerobic Treatment of Swine Wastewater,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08486-x,16,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Enhanced mitigation of antibiotic resistance genes in anaerobic digestion of food waste using biochar-supported nanoscale zero-valent iron,2025,Environmental Pollution,10.1016/j.envpol.2025.127191,14,EXCL: no menciona medio acuoso
FGF21 maintains redox homeostasis and promotes neuronal survival after traumatic brain injury by targeting SLC25A39-mediated mitochondrial GSH transport,2025,Journal of Translational Medicine,10.1186/s12967-025-06969-3,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
"Monitoring of antimicrobial resistance in hospital, municipal, and treated wastewater in Mbarara, Uganda",2025,Journal of Global Antimicrobial Resistance,10.1016/j.jgar.2025.09.002,38,EXCL: no menciona adsorcion ni adsorbente
Unveiling enantioselective mechanisms of toxicity of butylone in Daphnia magna,2025,Aquatic Toxicology,10.1016/j.aquatox.2025.107593,6,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Reproductive toxicity of chronic exposure to cortisone in western mosquitofish (Gambusia affinis),2025,Aquatic Toxicology,10.1016/j.aquatox.2025.107587,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Microplastics: Disseminators of antibiotic resistance genes and pathogenic bacteria,2025,Aquatic Toxicology,10.1016/j.aquatox.2025.107591,18,EXCL: no menciona adsorcion ni adsorbente
Genome-wide analysis of the SnRK gene family in Caragana Korshinskii and their expression profiling under drought and nitrogen deposition,2025,BMC Genomics,10.1186/s12864-025-12046-2,6,EXCL: no menciona adsorcion ni adsorbente
Microplastics affect food intake and the expression of appetite regulators and nutrient transporters in pond loach (Misgurnus anguillicaudatus),2025,Comparative Biochemistry and Physiology -Part A : Molecular and Integrative Physiology,10.1016/j.cbpa.2025.111935,10,EXCL: no menciona antibiotico ni hormona
"Effects of feed supplementation with fermented Broussonetia papyrifera leaves on non-specific immune responses, resistance to Vibrio parahaemolyticus, growth, intestinal histology, and microbiota of white shrimp (Penaeus vannamei)",2025,Fish and Shellfish Immunology,10.1016/j.fsi.2025.110901,5,EXCL: no menciona antibiotico ni hormona
Nitrogen self-doped hierarchical porous carbon derived from H6TDPAT ligand for efficient iodine and pharmaceutical contaminant removal,2025,Inorganic Chemistry Communications,10.1016/j.inoche.2025.115546,42,EXCL: no menciona medio acuoso
Antibiotic-resistance and virulence-related genes in commercially bottled natural mineral waters,2025,BMC Microbiology,10.1186/s12866-025-04336-2,46,EXCL: no menciona adsorcion ni adsorbente
Toxic effects of enrofloxacin on grass carp (Ctenopharyngodon idellus): an ecological risk assessment based on cross-system regulatory mechanisms and network toxicology,2025,Aquatic Toxicology,10.1016/j.aquatox.2025.107581,16,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
"Environmental antibiotic stress and high-risk resistance genes in bacterial communities of the Gomti and Ganga Rivers, India",2025,Molecular Biology Reports,10.1007/s11033-025-10961-x,74,EXCL: no menciona adsorcion ni adsorbente
Near-infrared light-responsive photothermal-chemical synergistic antimicrobial GO-BPEI/La nanofiber membrane in the repair of skin wound inflammation,2025,Medicine in Novel Technology and Devices,10.1016/j.medntd.2025.100397,9,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Optimization and validation of a consolidated Set of TaqMan qPCR assays for the surveillance of clinically relevant antibiotic resistance genes in environmental matrices,2025,MethodsX,10.1016/j.mex.2025.103600,16,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona adsorcion ni adsorbente
Red wine (poly)phenols supplementation reduces amyloid-beta (aβ) pathology in APP/PS1 mice model: Possible implications of gut-brain axis explored by untargeted fecal metabolomics,2025,Food Research International,10.1016/j.foodres.2025.117484,8,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Graphene quantum dot-integrated MOF-199 nanocomposites coated with chitosan for targeted ibuprofen delivery and wound repair,2025,Journal of Drug Delivery Science and Technology,10.1016/j.jddst.2025.107457,41,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona
The effects of cadmium and high fructose diet on metabolic and reproductive health in female CD-1 mice,2025,Food and Chemical Toxicology,10.1016/j.fct.2025.115726,10,EXCL: no menciona adsorcion ni adsorbente
Identification of the ZmATG18 subfamily genes in maize and the role of ZmATG18a in drought stress,2025,BMC Genomics,10.1186/s12864-025-11910-5,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
"MPs in drinking water and beverages: Concentrations, characteristics and implications for human exposure",2025,Emerging Contaminants,10.1016/j.emcon.2025.100552,20,EXCL: no menciona adsorcion ni adsorbente
Effects of exogenous GR24 on the growth and gene expression of maize seedlings under drought stress,2025,Phytochemistry,10.1016/j.phytochem.2025.114652,14,EXCL: no menciona adsorcion ni adsorbente
Eco-Friendly Carbon Dots from Pistia stratiotes L.: Development of a Biodegradable Sensor for Selective Detection of Levofloxacin in Water,2025,Journal of Fluorescence,10.1007/s10895-025-04472-y,18,EXCL: no menciona adsorcion ni adsorbente
NIR-driven dual enzyme-like activity of CuS@CeO2 modified thermally enhanced hydrogel for antibacterial therapy and wound healing,2025,Colloids and Surfaces B: Biointerfaces,10.1016/j.colsurfb.2025.115045,3,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Dibutyl phthalate concentration-driven life history trade-offs in rotifers: From hormonal stimulation to oxidative collapse,2025,Marine Pollution Bulletin,10.1016/j.marpolbul.2025.118570,12,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Multidrug-resistant E. Coli in wastewater sources: a comparative study and identification of resistance hotspots,2025,BMC Microbiology,10.1186/s12866-025-04244-5,90,EXCL: no menciona adsorcion ni adsorbente
Emerging Freshwater Contamination in Two Subtropical Austral River Systems of Zimbabwe,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08450-9,14,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
Pb(II) Removal from Aqueous Solutions Using Green-Synthesized Iron Oxide Nanoparticles Derived from Centrifuge Used Tea and Their Antibacterial Properties Against E. coli and S. aureus,2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08393-1,44,EXCL: no menciona antibiotico ni hormona
"Advanced Remediation of Toxic Materials Using Zero-Valent Iron Nanoparticles: A Comprehensive Review""",2025,"Water, Air, and Soil Pollution",10.1007/s11270-025-08420-1,26,EXCL: no menciona antibiotico ni hormona
Genomic insights into antibiotic-resistant Vibrio species from clinical and coastal environmental sources in India,2025,Marine Pollution Bulletin,10.1016/j.marpolbul.2025.118496,22,EXCL: no menciona adsorcion ni adsorbente
Genome-wide identification of genes involved in stomatal closure in response to drought stress using two maize inbred lines,2025,Plant Physiology and Biochemistry,10.1016/j.plaphy.2025.110290,14,EXCL: no menciona adsorcion ni adsorbente
Environmental trafficking of superbug carbapenem-resistant Klebsiella pneumoniae and its silent spread in an urban population: a sewage-based study,2025,Environmental Sciences Europe,10.1186/s12302-025-01187-6,22,EXCL: no menciona adsorcion ni adsorbente
"Co-resistance and plasmid-mediated co-dissemination of florfenicol and azithromycin resistance in non-O157 Shiga toxin-producing Escherichia coli from cattle in Xinjiang, China",2025,BMC Microbiology,10.1186/s12866-025-04172-4,54,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
"Intestinal microbial dysbiosis under nitrite stress in juvenile three-keeled pond turtles, Mauremys reevesii",2025,BMC Microbiology,10.1186/s12866-025-04198-8,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Nitrogen heterocyclic covalent organic frameworks for efficient H2O2 photosynthesis and in situ water treatment,2025,Nature Communications,10.1038/s41467-025-62371-z,12,EXCL: no menciona adsorcion ni adsorbente
From waste to resource: King coconut biochar as a green adsorbent for bisphenol A removal,2025,Case Studies in Chemical and Environmental Engineering,10.1016/j.cscee.2025.101261,68,EXCL: no menciona antibiotico ni hormona
The surveillance of antimicrobial resistance in wastewater from a one health perspective: A global scoping and temporal review (2014–2024),2025,One Health,10.1016/j.onehlt.2025.101139,10,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona antibiotico ni hormona | EXCL: no menciona adsorcion ni adsorbente
KPC-157 and KPC-181 carbapenemases produced by Citrobacter freundii ST522 and Klebsiella pneumoniae ST258 isolated from wastewater,2025,Molecular Biology Reports,10.1007/s11033-025-10801-y,11,EXCL: no menciona antibiotico ni hormona
Close encounters on a micro scale: microplastic sorption of polycyclic aromatic hydrocarbons and their potential effects on associated biofilm communities,2025,Environmental Microbiome,10.1186/s40793-025-00747-w,15,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
Cobalt/Copper Doped Bimetallic Zeolitic Imidazolate Frameworks as Peroxymonosulfate Activators for the Removal of Veterinary Antibiotics: Response Surface Modeling and Optimization of Reaction Parameters,2025,Arabian Journal for Science and Engineering,10.1007/s13369-025-10392-7,25,EXCL: no menciona medio acuoso
Degradation of bisphenol a using zinc oxide decorated by nickel ferrite nanoparticles toward persulfate activation in the presence of ultraviolet radiation,2025,Scientific Reports,10.1038/s41598-025-93968-5,25,EXCL: no menciona medio acuoso
Natural phytochemical-based strategies for antibiofilm applications,2025,Chinese Medicine (United Kingdom),10.1186/s13020-025-01147-5,14,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Intelligent ROS therapy driven by iron-based nanozyme with controllable catalytic activity for infected wound healing,2025,Journal of Nanobiotechnology,10.1186/s12951-025-03495-8,6,EXCL: no menciona antibiotico ni hormona | EXCL: no menciona medio acuoso
MACS and acellular autologous non-ovarian tissue scaffolds: a promising strategy for safe and efficient follicle transplantation in hematologic cancer,2025,Journal of Ovarian Research,10.1186/s13048-025-01687-2,9,EXCL: tipo de estudio (sensor/biomedico/genetica/AOP) | EXCL: no menciona medio acuoso
Conductive Materials Enhance Performance of Anaerobic Membrane Bioreactor in Treating Liquid Waste from Animal Farming: a Review,2025,Current Pollution Reports,10.1007/s40726-025-00371-9,16,EXCL: no menciona medio acuoso
Modulating platelet-activating factor by rupatadine attenuates gentamicin-induced nephrotoxicity in rats via NF-κB/caspase-3 and Nrf2/HO-1 signaling cascades,2025,Naunyn-Schmiedeberg's Archives of Pharmacology,10.1007/s00210-025-04327-0,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
Characterization of multidrug-resistant Escherichia coli isolated from clinical (UPEC) and environmental samples,2025,Molecular Biology Reports,10.1007/s11033-025-10618-9,32,EXCL: no menciona adsorcion ni adsorbente
Genome-wide characterization of GRF-GIF transcriptional modules in kenaf (Hibiscus cannabinus L.) reveals their roles in plant development and multi-stress adaptation,2025,Functional and Integrative Genomics,10.1007/s10142-025-01622-0,4,EXCL: no menciona medio acuoso | EXCL: no menciona adsorcion ni adsorbente
